,Company,Revenue,Gross Margin (%),EBITDA Margin (%),Net Profit Margin (%),ROE,ROIC,ROA,Net Debt to EBITDA,D/E,10Y Revenue Growth (per Share),10Y Net Income Growth (per Share),5Y Revenue Growth (per Share),5Y Net Income Growth (per Share),3Y Revenue Growth (per Share),3Y Net Income Growth (per Share),P/E,EV/EBITDA,P/B,Sector,Market Cap,Price Change (%),Market Capitalisation,Sector Market Cap,year
1691,HON,39302000000.0,0.2958,0.198,0.1224,0.2484,0.1187,0.3843,0.8238,0.8144,0.0299,0.0949,0.0178,0.1876,0.0119,0.0808,17.675,11.7277,4.3815,Industrials,84864567871.3934,34.83514252468465,5.117931357878476,1658181048887.145,2016
1692,BCO,3020600000.0,0.2082,0.08800000000000001,0.0114,0.1023,0.0977,0.0556,0.7706,1.3147,0.0252,-0.2468,-0.0464,-0.1504,-0.08,-0.1605,60.5072,8.6301,6.2668,Industrials,2082788136.75,90.15695724490186,0.1256067989769767,1658181048887.145,2016
1693,UNP,19941000000.0,0.7551,0.477,0.2123,0.2124,0.0879,0.0841,1.4386,0.7529,0.0518,0.1306,0.0354,0.0846,0.0035,0.024,20.1415,10.3302,4.2814,Industrials,84488006528.64,33.798042142442114,5.095222055838983,1658181048887.145,2016
1696,MTZ,5134703000.0,0.1349,0.085,0.0256,0.1197,0.0704,0.1181,2.2503,0.9357,0.1575,0.0,0.1315,0.0483,0.0435,-0.0376,22.2699,9.0676,2.6655,Industrials,2990704764.3,34.848489784440176,0.18036056836538758,1658181048887.145,2016
1698,GD,30561000000.0,0.1854,0.134,0.0842,0.2497,0.128,0.392,0.3797,0.3774,0.0537,0.063,0.0181,0.0355,0.0455,0.0807,20.7879,13.4332,5.1867,Industrials,53427955047.5,17.948571212669943,3.2220821172306304,1658181048887.145,2016
1699,PWR,7651319000.0,0.1325,0.068,0.0259,0.0594,0.0496,0.0879,0.4765,0.1081,0.1044,0.2378,0.1979,0.1514,0.177,-0.123,27.7063,10.1439,1.6191,Industrials,5050640591.31,12.030941806738115,0.3045892120585769,1658181048887.145,2016
1701,RSG,9387700000.0,0.386,0.256,0.0653,0.0796,0.0513,0.0868,3.154,0.9958,0.0586,0.0239,0.0467,0.0265,0.0559,0.0317,31.7709,11.1869,2.514,Industrials,19333631831.25,21.345881151728747,1.165954214964969,1658181048887.145,2016
1703,KMT,2098436000.0,0.2936,-0.026,-0.1077,-0.2343,-0.0156,-0.1639,-9.6301,0.7212,-0.0141,0.0,-0.0214,0.0,-0.0691,0.0,0.0,0.0,1.8319,Industrials,1761941057.91,54.960868123068856,0.10625745958756985,1658181048887.145,2016
1704,FLR,19036525000.0,0.0415,0.042,0.0148,0.09,0.11,0.1001,-0.4538,0.512,0.0531,0.0286,0.0018,-0.1009,-0.0667,-0.2104,26.2525,8.8214,2.363,Industrials,7384438318.12,-0.8138342137900616,0.4453336578099188,1658181048887.145,2016
1705,FDX,50365000000.0,0.6559999999999999,0.113,0.0361,0.132,0.0558,0.0644,1.8623,1.0274,0.0589,0.0137,0.0855,0.0807,0.1032,-0.0752,25.0334,9.6215,3.2126,Industrials,44281868017.14,34.132440660121944,2.670508630336771,1658181048887.145,2016
1706,AOBC,722908000.0,0.4064,0.276,0.13,0.3052,0.3179,0.2715,-0.0921,0.5616,0.1168,0.2185,0.1852,0.0,0.1355,0.124,13.2791,6.2058,4.1208,Industrials,1258691478.56,-40.306833956480354,0.07590796429646482,1658181048887.145,2016
1707,GWW,10137000000.0,0.4059,0.13,0.0598,0.3371,0.1701,0.2155,1.4980000000000002,1.2498,0.0962,0.0868,0.0768,0.0121,0.0729,-0.0438,23.5865,12.1025,7.6983,Industrials,13966081935.3,3.366435974671312,0.8422531390449224,1658181048887.145,2016
1708,CMI,17509000000.0,0.2546,0.141,0.0796,0.2028,0.1126,0.1941,0.1929,0.27,0.0675,0.0929,0.0214,-0.0287,0.0406,0.0153,16.9442,9.7281,3.4216,Industrials,23523178465.64,29.7735678362051,1.4186133945643096,1658181048887.145,2016
1710,NSC,9888000000.0,0.6921,0.422,0.1687,0.1344,0.0583,0.0562,2.217,0.823,0.0363,0.0435,0.0038,0.0005,-0.0237,-0.026,18.9028,9.6984,2.5171,Industrials,31234899722.65,38.23196884100942,1.8836845194686476,1658181048887.145,2016
1711,HA,2432413000.0,0.5757,0.209,0.0921,0.3294,0.1879,0.1381,-0.1149,0.8183,0.0921,0.0,0.0692,0.0,0.0319,0.6146,13.401,5.7998,4.4149,Industrials,2999896571.25,-28.799730524106607,0.18091489908555644,1658181048887.145,2016
1713,ITW,13599000000.0,0.4185,0.266,0.1496,0.4784,0.1799,0.4058,1.4819,1.8404,0.0556,0.067,0.0522,0.0623,0.0675,0.1529,21.3822,13.3782,10.1093,Industrials,43005101234.88,38.856879267986606,2.5935105978772346,1658181048887.145,2016
1714,IRM,3511453000.0,0.5535,0.264,0.0299,0.0541,0.0376,0.0333,6.496,3.228,0.0186,-0.0415,-0.0162,-0.2683,-0.0343,-0.0553,80.7317,15.9139,4.2077,Industrials,8720123504.0,21.248240488385985,0.5258848851186869,1658181048887.145,2016
1715,NOC,24706000000.0,0.2392,0.139,0.0827,0.3885,0.1174,0.4244,1.3138,1.3421,0.0476,0.0986,0.0767,0.0834,0.0874,0.1034,20.5683,13.3564,7.8699,Industrials,41402168730.83,32.568222645482734,2.4968424743857875,1658181048887.145,2016
1718,OSK,6279200000.0,0.1681,0.079,0.0345,0.1095,0.08,0.1441,1.0528,0.4281,0.0626,0.0054,0.0066,-0.0036,-0.0102,-0.0696,19.0476,9.3161,2.082,Industrials,4115136648.0,38.8077383899651,0.24817173316278046,1658181048887.145,2016
1719,AMN,1902225000.0,0.3258,0.116,0.0556,0.2355,0.13699999999999998,0.4489,1.4509999999999998,0.8076,0.0182,0.0739,0.1228,0.0,0.2169,0.4551,17.7376,9.9641,4.1701,Industrials,1883537499.2,25.63775265678576,0.11359058170783574,1658181048887.145,2016
1720,PCAR,17033300000.0,0.2055,0.132,0.0306,0.077,0.0498,0.0622,2.4075,1.2505,0.0101,-0.094,0.0151,-0.1233,0.0012,-0.2341,43.8389,12.5808,3.3838,Industrials,22897094541.72,12.323514298468153,1.380856122863479,1658181048887.145,2016
1721,IR,13508900000.0,0.311,0.173,0.1093,0.2222,0.0809,0.4218,1.0103,0.6126,0.0715,0.0543,0.0505,0.3905,0.0685,0.3856,13.3211,9.4238,2.9524,Industrials,19615061136.78,19.851331277107285,1.1829263849049687,1658181048887.145,2016
1723,HMSY,489720000.0,0.3003,0.21,0.0769,0.0676,0.0585,0.1018,0.2115,0.3554,0.1573,0.1852,0.0622,-0.0458,0.0118,-0.0071,40.8222,15.3051,2.768,Industrials,1555183276.57,-7.729994618515236,0.09378850865614041,1658181048887.145,2016
1724,KSU,2334200000.0,0.6525,0.456,0.2048,0.1169,0.0656,0.06,2.1696,0.6059,-0.0025,0.1178,0.0228,0.0781,0.0024,0.1163,18.2027,10.3442,2.1113,Industrials,8694539386.74,32.02271461634261,0.5243419825944318,1658181048887.145,2016
1726,JBHT,6555459000.0,0.4175,0.165,0.0659,0.3056,0.1387,0.1354,0.9051,0.6975,0.1004,0.1001,0.0894,0.1224,0.0702,0.0964,25.2005,10.933,7.6322,Industrials,10856149417.44,19.969239454760746,0.6547022971180311,1658181048887.145,2016
1728,EXPD,6098037000.0,0.3549,0.12,0.0706,0.2335,0.4739,0.236,-1.3313,0.0,0.0448,0.0799,0.0298,0.055,0.0445,0.1199,22.3109,11.7545,5.1871,Industrials,9577893861.9,23.606817929582487,0.577614481140525,1658181048887.145,2016
1729,WERN,2008991000.0,0.5399,0.16899999999999998,0.0394,0.0795,0.0498,0.052000000000000005,0.4799,0.1809,0.004,-0.0145,0.0026,-0.049,0.0004,-0.0267,25.1818,6.3548,2.0076,Industrials,1996095517.0,40.709309872266935,0.12037862321123736,1658181048887.145,2016
1730,HCSG,1562662000.0,0.1428,0.08199999999999999,0.0495,0.2284,0.219,0.2365,-0.7161,0.0,0.1,0.0995,0.0999,0.1319,0.0893,0.1603,36.434,21.2047,8.3046,Industrials,2803309940.0,38.72370424513954,0.16905934016562216,1658181048887.145,2016
1731,CP,4636904761.9048,0.7072,0.3899,0.2566,0.3457,0.0866,0.0985,2.6111,1.8772,0.0524,0.0943,0.124,0.3312,0.1449,0.3923,17.7812,7.3277,3.3278,Industrials,11451095969.1748,30.95835172669487,0.6905817658970337,1658181048887.145,2016
1732,PNR,2780600000.0,0.3449,0.285,0.1878,0.1227,0.0225,0.3002,5.0929,1.0058,-0.0658,0.0458,-0.1531,0.0,-0.239,0.0257,13.5134,14.0078,1.664,Industrials,7073078077.4958,25.808121432757158,0.42655644160465794,1658181048887.145,2016
1734,MLHR,2264900000.0,0.386,0.117,0.0604,0.2607,0.1822,0.3689,0.4894,0.4232,0.0374,0.0432,0.056,0.1305,0.0768,0.2517,13.886,7.6576,3.6169,Industrials,1896694656.78,24.37474606140467,0.11438405100896122,1658181048887.145,2016
1735,FAST,3962000000.0,0.4959,0.227,0.126,0.2583,0.2171,0.213,0.308,0.2017,0.0864,0.1012,0.079,0.0734,0.0696,0.0457,27.1387,15.3825,7.0166,Industrials,13570055874.3,19.74015569848814,0.8183699773560476,1658181048887.145,2016
1736,BR,2897000000.0,0.3179,0.202,0.1061,0.2941,0.1982,0.4341,0.493,0.9713,0.058,0.0803,0.0712,0.1385,0.0709,0.1431,25.0769,13.6955,7.3775,Industrials,7707639776.8,39.87600315585857,0.4648249828915141,1658181048887.145,2016
1737,XPO,14619000000.0,0.1447,0.075,0.0047,0.0256,0.0346,0.024,4.1047,1.803,0.3707,0.0055,0.4399,0.468,0.628,0.0,76.6667,8.5253,1.7804,Industrials,4840642226.5,109.58808864727786,0.2919248311123023,1658181048887.145,2016
1738,AGCO,7410500000.0,0.2045,0.078,0.0216,0.0577,0.0348,0.0672,2.186,0.6107,0.0428,0.0,-0.0016,-0.2026,-0.0636,-0.3157,29.599,10.2695,1.7097,Industrials,4680350169.11,23.535524677254628,0.2822580907103674,1658181048887.145,2016
1740,URI,5762000000.0,0.417,0.463,0.0982,0.3434,0.0798,0.0833,2.806,4.7269,0.0434,0.0882,0.1042,0.3304,0.0878,0.1742,16.8428,6.2606,5.5865,Industrials,9206579985.69,57.26832632116744,0.5552216383047444,1658181048887.145,2016
1742,KBR,4268000000.0,0.0262,0.019,-0.0143,-0.0806,-0.019,-0.0964,1.9383,0.9155,-0.0712,0.0,-0.1311,0.0,-0.1488,0.0,0.0,32.3741,3.2414,Industrials,2465305822.08,17.027108360618932,0.1486753104393842,1658181048887.145,2016
1744,FISV,5505000000.0,0.4625,0.364,0.1689,0.366,0.117,2.9712,2.1246,1.7954,0.0945,0.1262,0.1068,0.2059,0.1085,0.1957,25.436,13.7392,9.1414,Industrials,23298933372.84,22.163228392550344,1.4050898355445933,1658181048887.145,2016
1746,CVA,1699000000.0,0.2566,0.214,-0.0024,-0.0085,0.0179,-0.0013,7.0275,5.6183,0.0422,0.0,0.0239,0.0,0.0139,0.0,0.0,12.6681,4.3183,Industrials,2047520053.0,15.064654696356337,0.12347988504476952,1658181048887.145,2016
1747,SCS,3060000000.0,0.3174,0.084,0.0557,0.2311,0.1105,0.2512,0.1282,0.4059,0.0264,0.1554,0.0643,0.5546,0.0295,0.6497,9.1533,6.0733,2.0823,Industrials,1534421812.44,-11.191393940820262,0.09253644609373606,1658181048887.145,2016
1748,CXW,1849785000.0,0.3104,0.25,0.1189,0.1507,0.0623,0.0768,3.042,0.9905,0.039,0.08,-0.015,0.0275,0.0247,-0.1035,13.3155,9.3684,2.0063,Industrials,2927048759.1,-3.713564694826315,0.17652166276200237,1658181048887.145,2016
1749,PH,11360753000.0,0.2233,0.13699999999999998,0.071,0.1763,0.0938,0.183,0.5843,0.6588,0.0496,0.0485,0.0207,-0.0152,-0.011,-0.0195,18.1292,9.9265,3.1807,Industrials,14552333589.85,42.32185814209269,0.8776082442635869,1658181048887.145,2016
1751,ATSG,768870000.0,0.6395,0.245,0.0305,0.0708,0.0395,0.024,2.3505,1.3821,-0.0531,-0.1302,0.0168,0.0088,0.1142,0.0,43.3158,7.5603,2.9294,Industrials,980494201.54,40.583236189103324,0.05913070844694787,1658181048887.145,2016
1754,AOS,2685900000.0,0.4148,0.199,0.1216,0.2155,0.2049,0.2595,-0.8058,0.2136,0.0277,0.1627,0.1082,0.026,0.0937,0.2638,25.4011,14.638,5.4516,Industrials,8260877665.0,30.36810420171195,0.49818912540003535,1658181048887.145,2016
1760,IEX,2113043000.0,0.4405,0.237,0.1283,0.1756,0.0987,0.3561,1.5555,0.6576,0.0674,0.0685,0.0449,0.0867,0.0393,0.0454,25.5518,15.4368,4.4876,Industrials,6954817588.9,46.642918193428926,0.4194245009353825,1658181048887.145,2016
1761,EFX,3144900000.0,0.6459999999999999,0.344,0.1554,0.1836,0.0889,-4.0801,2.3487,1.0036,0.0804,0.0661,0.1116,0.1648,0.1152,0.1218,28.9659,15.4851,5.3209,Industrials,14222853056.84,0.5012868236437183,0.8577382467605322,1658181048887.145,2016
1764,ROK,5879500000.0,0.421,0.202,0.1241,0.3667,0.2004,0.2618,-0.3913,0.9873,0.0576,0.0501,0.0144,0.0277,-0.0035,0.0104,21.8464,12.95,7.9117,Industrials,15830804930.82,44.423049779582186,0.9547090736228429,1658181048887.145,2016
1765,WM,13609000000.0,0.3764,0.257,0.0869,0.2231,0.0783,0.1122,2.6201,1.7576,0.0211,0.0222,0.0116,0.0508,0.0109,1.3393,26.5113,11.5233,5.8845,Industrials,31170057624.72,25.151926742249287,1.8797740841170005,1658181048887.145,2016
1766,RHI,5250399000.0,0.4115,0.118,0.0654,0.316,0.4126,0.4484,-0.4191,0.0009,0.0543,0.0463,0.0882,0.2025,0.0957,0.1314,18.5672,9.9514,5.7926,Industrials,6413383880.32,13.864638326277735,0.3867722336245619,1658181048887.145,2016
1771,SPAR,590777000.0,0.1228,0.029,0.0146,0.0561,0.0434,0.0675,-1.8741,0.0009,0.0133,-0.0787,0.0615,0.6105,0.0706,0.0,37.4,17.0222,2.094,Industrials,321671537.55,69.97520286635887,0.01939906005836235,1658181048887.145,2016
1774,WCN,3375863000.0,0.4201,0.272,0.073,0.0437,0.0277,0.0515,3.7195,0.6426,0.1055,0.078,0.1048,0.0184,0.121,0.0047,49.1152,18.7722,2.4505,Industrials,13806390800.4681,36.573937519739616,0.8326226385070545,1658181048887.145,2016
1775,ABM,5144700000.0,0.1052,0.022,0.0111,0.0587,0.021,0.1201,1.8727,0.2755,0.0542,-0.0607,0.0271,-0.0466,0.0425,-0.0854,38.3137,20.8696,2.2469,Industrials,2178948348.92,-6.424144587673818,0.1314059372697787,1658181048887.145,2016
1777,ALK,5925000000.0,0.6565,0.293,0.1345,0.2719,0.1324,0.1538,0.7982,1.0113,0.0812,0.0,0.0977,0.3046,0.0917,0.2111,13.6434,7.0541,3.7015,Industrials,10847882584.0,-14.939302705951546,0.6542037488174369,1658181048887.145,2016
1778,TEX,4443100000.0,0.1603,-0.012,-0.0396,-0.1186,-0.0281,-0.1102,-20.9361,1.0614,-0.0594,0.0,-0.0604,0.0,-0.1356,0.0,0.0,0.0,2.2825,Industrials,3382446000.0,52.27959796672971,0.20398532489983895,1658181048887.145,2016
1779,HDSN,105481000.0,0.2947,0.195,0.1008,0.095,0.151,0.1009,-1.6295,0.0031,0.1307,0.1438,0.1066,0.4829,0.0941,0.0,25.5161,11.4373,2.5860000000000003,Industrials,269279845.24,-23.261690407651766,0.016239471885215538,1658181048887.145,2016
1787,TPC,4973076000.0,0.0919,0.056,0.0193,0.0617,0.0524,0.0533,2.0381,0.4891,-0.0133,0.0213,0.0516,0.0134,0.0506,0.0224,14.5641,7.0972,0.8998,Industrials,1397338362.0,-10.739434077564214,0.08426934820765174,1658181048887.145,2016
1790,BECN,4127109000.0,0.2455,0.07400000000000001,0.0218,0.0679,0.05,0.0984,3.6082,0.8555,0.071,0.0279,0.119,0.0325,0.1453,0.0034,27.8609,11.8469,1.9009,Industrials,2514234416.33,38.759515261985015,0.15162604940017727,1658181048887.145,2016
1792,TKR,2669800000.0,0.2646,0.13699999999999998,0.0527,0.11,0.071,0.09,1.3853,0.5151,-0.0423,-0.0264,-0.0831,-0.1721,0.0334,-0.1239,22.8771,10.0797,2.49,Industrials,3186513480.15,22.896067648547696,0.19216921350588134,1658181048887.145,2016
1793,CLGX,1952557000.0,0.4653,0.203,0.0546,0.1062,0.0534,0.6171,3.8083,1.5973,-0.1289,-0.0859,0.1924,0.0,0.1475,0.0244,30.3607,11.8654,3.1606,Industrials,3199031272.4,24.757017915481228,0.19292412457294492,1658181048887.145,2016
1794,G,2570756000.0,0.3954,0.16699999999999998,0.1049,0.2096,0.1107,0.3915,1.1047,0.6974,0.0371,0.0,0.1146,0.094,0.1016,0.0918,18.7923,12.5184,3.804,Industrials,4904483909.01,31.05951071327039,0.29577493436567415,1658181048887.145,2016
1795,CFX,3185753000.0,0.3115,0.109,0.0402,0.0442,0.0303,0.1082,3.119,0.446,0.0374,0.732,0.1031,0.5847,-0.1432,-0.1585,35.4808,16.1503,1.5625,Industrials,4526221453.2,7.371266378128077,0.2729630432236385,1658181048887.145,2016
1796,CMCO,597103000.0,0.3136,0.101,0.0328,0.0684,0.0401,0.0799,3.5969,0.9348,-0.0151,-0.1254,0.0157,0.0,-0.0111,-0.3769,16.0816,8.8733,1.1066,Industrials,316890590.96,46.310700590872706,0.01911073529471795,1658181048887.145,2016
1797,CRS,1813400000.0,0.1411,0.093,0.0062,0.0102,0.0134,0.0055,3.1357,0.5533,0.0265,-0.2504,-0.0015,-0.3195,-0.0425,-0.5602,143.1739,12.2243,1.3978,Industrials,1534168229.03,41.90483207995794,0.0925211532274854,1658181048887.145,2016
1799,KNL,1164292000.0,0.383,0.134,0.0705,0.2654,0.1282,0.3264,1.3373,0.7062,0.0203,0.0374,0.0396,0.0635,0.0962,0.5116,16.2807,10.1041,4.3547,Industrials,1367086401.6,-14.817598023334439,0.08244494185466011,1658181048887.145,2016
1800,MRTN,671144000.0,0.6159,0.208,0.0499,0.0765,0.0615,0.0567,0.053,0.018000000000000002,0.0263,0.0318,0.0239,0.0688,0.0129,0.0425,22.8871,5.5746,1.7614,Industrials,770313614.73,43.70668131087289,0.046455338230224054,1658181048887.145,2016
1801,DLX,1849062000.0,0.6388,0.246,0.1241,0.2604,0.1327,3.3032,1.5015,0.8612,0.0193,0.0919,0.064,0.1065,0.0663,0.0849,15.3632,9.1931,3.9662,Industrials,3494073179.1,8.725376041964857,0.21071723027138545,1658181048887.145,2016
1802,MAN,19654100000.0,0.1696,0.042,0.0226,0.1879,0.1424,0.2737,0.2731,0.3495,0.0324,0.032,0.0078,0.1547,0.026,0.1968,14.3744,7.6174,2.6081,Industrials,6101667109.44,40.88471243583293,0.3679735161329344,1658181048887.145,2016
1803,AAXN,268245000.0,0.6357,0.131,0.0645,0.1146,0.1792,0.1404,-2.5335,0.0,0.1664,0.0,0.2745,0.0,0.2423,-0.0226,74.4848,34.0214,8.519,Industrials,1285088020.48,7.811228975807322,0.07749986175167428,1658181048887.145,2016
1805,EEFT,1958615000.0,0.4003,0.175,0.0891,0.1939,0.2065,0.2869,-0.6081,0.6715,0.0847,0.1039,0.1045,0.3568,0.0983,0.2374,21.8743,10.5422,4.2417,Industrials,3814180953.7,15.34355250351917,0.23002198440633553,1658181048887.145,2016
1808,JEC,10964157000.0,0.1612,0.039,0.0192,0.0493,0.0436,0.1502,-0.6262,0.0909,0.0366,0.0035,0.021,-0.0776,0.0015,-0.1864,29.5543,14.0507,1.4724,Industrials,6280266348.84,14.67125521839209,0.3787443085937374,1658181048887.145,2016
1809,WWD,2023078000.0,0.2665,0.159,0.0894,0.1491,0.0704,0.1349,2.0046,0.5997,0.1014,0.1113,0.0561,0.0874,0.0491,0.1104,21.3973,13.9232,3.1702,Industrials,3841346188.24,10.956625423315348,0.23166023944237224,1658181048887.145,2016
1810,TTC,2392175000.0,0.3656,0.173,0.0966,0.42,0.3121,0.43,0.187,0.6381,0.0736,0.1082,0.0765,0.1746,0.0732,0.1631,22.8,12.8326,9.5317,Industrials,5233903950.24,17.162912083639647,0.3156412837881985,1658181048887.145,2016
1812,WAB,2931188000.0,0.3153,0.179,0.104,0.1382,0.0697,0.1572,2.8495,0.858,0.1117,0.1442,0.0953,0.1366,0.0646,0.033,24.9318,17.1206,3.4202,Industrials,7483949672.62,-2.380843517992152,0.45133489359576884,1658181048887.145,2016
1813,MTW,1613100000.0,0.157,-0.116,-0.233,-0.6364,-0.0907,-0.5820000000000001,-0.7974,0.4767,-0.0597,0.0,-0.1564,0.0,-0.2733,0.0,0.0,0.0,1.3912,Industrials,821530760.96,66.13175526010984,0.04954409299945588,1658181048887.145,2016
1814,MIC,1502032000.0,0.5713,0.371,0.1041,0.053,0.0243,0.036000000000000004,5.4292,1.0482,0.0031,0.0114,-0.0289,0.266,-0.0287,0.4702,42.3886,17.430999999999994,2.2679,Industrials,6694859828.88,-15.580094450586744,0.4037472164678954,1658181048887.145,2016
1815,CHRW,13144413000.0,0.1733,0.069,0.0391,0.4081,0.2166,1.2986,1.1778,1.051,0.0915,0.087,0.079,0.0647,0.0426,0.1072,20.2361,12.487,8.207,Industrials,10316250545.15,25.264213312647428,0.6221425912492212,1658181048887.145,2016
1817,DXPE,962092000.0,0.2752,0.058,0.008,0.0306,0.025,0.0508,3.9993,0.8929,0.0875,-0.0792,0.0254,-0.2524,-0.0939,-0.503,70.1373,15.1161,2.3571,Industrials,620125496.13,-17.33296249257883,0.037397936524855645,1658181048887.145,2016
1822,WNC,1845444000.0,0.1764,0.129,0.0647,0.2528,0.2214,0.266,0.3127,0.5035,-0.0368,0.2001,0.1082,0.5356,0.0665,0.4027,8.6684,4.5405,2.1868,Industrials,1005600415.26,34.98992997792321,0.0606447900206608,1658181048887.145,2016
1823,CSGP,837630000.0,0.7925,0.259,0.1016,0.0514,0.0606,0.1519,-1.0555,0.2045,0.1188,0.1486,0.1906,0.3308,0.1778,0.3501,70.5114,26.9245,3.6248,Industrials,6067269042.15,59.521902736221065,0.3658990703229859,1658181048887.145,2016
1826,RS,8613400000.0,0.3007,0.085,0.0353,0.0733,0.0484,0.0824,2.4711,0.465,0.0422,-0.0144,0.0181,-0.0177,-0.0016,0.0028,19.0998,10.4532,1.4064,Industrials,5834878718.13,9.293732997646194,0.35188429647329295,1658181048887.145,2016
1827,HEI,1376258000.0,0.3746,0.222,0.1135,0.1621,0.1065,0.3468,1.3587,0.4756,0.1235,0.1616,0.1179,0.1578,0.105,0.1468,29.0678,16.2245,4.7167,Industrials,4543595261.0816,51.56643749117655,0.2740108062464556,1658181048887.145,2016
1829,WOR,2819714000.0,0.1605,0.113,0.051,0.1811,0.0536,0.1346,1.5571,0.7323,0.0324,0.0336,0.0669,0.0838,0.0619,0.0533,16.2435,8.8694,2.8935,Industrials,2333143095.92,-4.380109700813915,0.14070496689645814,1658181048887.145,2016
1830,HTLD,612937000.0,0.7697,0.313,0.092,0.1115,0.0877,0.1036,-0.6706,0.0,0.0238,-0.0266,0.0453,-0.028,0.025,-0.0651,30.1618,8.2435,3.377,Industrials,1708203879.41,14.223147288652562,0.10301672911751264,1658181048887.145,2016
1833,MSA,1149530000.0,0.4543,0.175,0.08,0.1647,0.0972,0.2298,1.3532,0.6996,0.0188,0.0331,0.0014,0.0511,0.0075,0.0101,28.2939,14.29,4.6685,Industrials,2605778035.12,13.989788551575687,0.1571467745858521,1658181048887.145,2016
1834,ACM,17410825000.0,0.0369,0.041,0.0055,0.0285,0.0216,0.0717,4.7216,1.2084,0.0608,-0.0445,0.1044,-0.2336,0.1155,-0.3608,47.9516,11.1115,1.3803,Industrials,4569335790.39,0.4054095294024493,0.2755631415192339,1658181048887.145,2016
1835,SRCL,3562300000.0,0.4174,0.19,0.0579,0.0735,0.042,0.2161,4.3001,1.053,0.1674,0.07400000000000001,0.1643,-0.0242,0.1893,-0.1248,36.1143,13.8343,2.2963,Industrials,6452731199.04,-10.350736884462552,0.3891451541658024,1658181048887.145,2016
1842,SPXC,1472300000.0,0.2552,-0.011,-0.0456,-0.3507,0.0166,-0.2723,-15.2738,1.8591,-0.0626,0.0,-0.16,0.0,-0.0657,0.0,0.0,0.0,5.3072,Industrials,1018277977.86,29.12381768508441,0.061409336365495004,1658181048887.145,2016
1843,TGI,3886072000.0,0.0743,-0.234,-0.2697,-1.1209,-0.1833,-0.7003,-1.5354,1.5159,0.1287,0.0,0.0411,0.0,0.0193,0.0,0.0,0.0,1.6577,Industrials,1552876888.52,0.9231611903360146,0.09364941720701622,1658181048887.145,2016
1844,R,6758138000.0,0.2222,0.257,0.0389,0.1282,0.0375,0.0319,3.0647,2.627,0.0198,0.0184,0.0132,0.0818,0.0117,0.0285,15.2222,5.3801,1.9631,Industrials,4028844919.55,14.483596124228695,0.2429677339669199,1658181048887.145,2016
1850,AAWW,1839627000.0,0.5676,0.18600000000000005,0.0226,0.0274,0.0282,0.0125,5.0013,1.2202,0.0033,-0.0534,0.0679,-0.1453,0.0451,-0.231,30.8683,8.7746,0.8496,Industrials,1289245343.95,13.773040531325547,0.07775057764743189,1658181048887.145,2016
1851,DCI,2220300000.0,0.34,0.159,0.0859,0.2473,0.1409,0.2039,0.917,0.7349,0.0498,0.0599,0.0223,-0.0046,0.0032,-0.051,25.1538,14.4824,6.239,Industrials,4788587578.17,17.661775976966275,0.28878556906580044,1658181048887.145,2016
1859,MLI,2055622000.0,0.1616,0.093,0.0485,0.111,0.1131,0.1028,-0.6511,0.253,0.0066,-0.0134,0.0261,0.0909,-0.021,-0.1712,23.1989,11.6544,2.5751,Industrials,2342772116.85,-4.836579181260713,0.14128566470002202,1658181048887.145,2016
1860,NDSN,1808994000.0,0.5492,0.254,0.1503,0.3192,0.1175,0.3956,2.021,1.1709,0.0902,0.1338,0.1169,0.077,0.0968,0.1131,21.0357,14.467,6.7259,Industrials,5726641768.84,30.544868458126462,0.3453568458452303,1658181048887.145,2016
1864,JKHY,1354646000.0,0.4289,0.363,0.1837,0.2498,0.1643,0.8679,-0.1426,0.0002,0.102,0.1229,0.0868,0.14400000000000002,0.0984,0.1717,27.8818,13.8608,6.9065,Industrials,6884268641.7,33.181811599488306,0.4151699023650185,1658181048887.145,2016
1874,ASTE,1147431000.0,0.2312,0.099,0.0481,0.0851,0.0912,0.0937,-0.6355,0.0174,0.0417,0.0265,0.0441,0.0597,0.0676,0.1181,28.5583,13.2836,2.4335,Industrials,1579456664.7,-14.027375411963535,0.09525236497908482,1658181048887.145,2016
1875,UEPS,590749000.0,0.5089,0.285,0.1396,0.1672,0.2126,0.219,-1.0207,0.1051,0.1223,0.0389,0.1141,0.9886,0.0941,0.8536,5.8081,1.6874,0.9247,Industrials,455907985.65,1.8851779399360065,0.027494463644725253,1658181048887.145,2016
1877,HSII,600906000.0,0.9692,0.09,0.0256,0.0596,0.1124,0.1365,-3.0583,0.0,0.0147,-0.0798,0.0079,0.0,0.068,0.3328,29.1566,5.2764,1.7384,Industrials,449698290.8,3.9238635354419618,0.027119975294724662,1658181048887.145,2016
1878,KEX,1770673000.0,0.3648,0.251,0.0799,0.0587,0.0394,0.0442,1.6118,0.3,0.0587,0.0383,-0.0022,-0.044,-0.059,-0.1615,25.1901,9.6303,1.4809,Industrials,3567893750.0,0.8301932856721699,0.21516913080115832,1658181048887.145,2016
1879,B,1230754000.0,0.3592,0.223,0.1102,0.1161,0.0674,0.2115,1.582,0.4288,-0.0073,0.0556,0.0771,0.1638,0.0387,-0.2073,19.2,10.9868,2.2244,Industrials,2583093168.0,33.09487766555906,0.15577871727177145,1658181048887.145,2016
