,Company,Revenue,Gross Margin,EBITDA Margin,Net Profit Margin,returnOnEquity,ROIC,returnOnAssets,Net Debt to EBITDA,Debt to Equity,10Y Revenue Growth (per Share),10Y Net Income Growth (per Share),5Y Revenue Growth (per Share),5Y Net Income Growth (per Share),3Y Revenue Growth (per Share),3Y Net Income Growth (per Share),PE ratio,Enterprise Value over EBITDA,priceBookValueRatio,Sector,Market Cap,priceVar,Market Capitalisation,Sector Market Cap,year
1762,GWW,10425000000.0,0.3931,0.12,0.0562,0.3467,0.1647,0.1896,1.6102,1.3864,0.0878,0.0713,0.071,0.0055,0.07400000000000001,-0.047,23.4071,12.3383,7.9178,Industrials,13431507243.48,21.96492256221956,0.6527445633227014,2057697298175.7004,2017
1763,CMI,20428000000.0,0.2497,0.149,0.0489,0.1376,0.1251,0.1392,0.1447,0.2763,0.0678,0.0522,0.0618,-0.0701,0.0537,-0.1267,29.5593,9.8303,4.0482,Industrials,29386210507.68,-22.24953158779726,1.428111439604505,2057697298175.7004,2017
1765,NSC,10551000000.0,0.7161,0.449,0.5122,0.3303,0.0664,0.1805,1.9308,0.6013,0.0423,0.1745,0.0109,0.2782,-0.0062,0.4296,7.8337,10.8082,2.5706,Industrials,42052422651.36,3.7454690861480335,2.043664181735698,2057697298175.7004,2017
1767,HA,2675145000.0,0.5626,0.2,0.1236,0.3912,0.1889,0.2039,0.2043,0.6753,0.0925,0.4521,0.0568,0.4312,0.0528,0.6919,6.4366,4.133,2.4639,Industrials,2104116613.6,-33.306613026115464,0.10225588649338528,2057697298175.7004,2017
1769,ITW,14314000000.0,0.4197,0.279,0.1179,0.3679,0.1897,0.281,1.3111,1.8164,0.035,0.0366,0.0553,-0.0448,0.0409,-0.1322,33.7286,15.4948,12.3493,Industrials,56621334250.95,-21.358684085922857,2.751684336717017,2057697298175.7004,2017
1770,IRM,3845578000.0,0.5618,0.28600000000000003,0.0478,0.08,0.0459,0.0455,5.558,3.0657,0.0058,-0.0102,-0.0352,-0.0683,-0.0324,-0.2547,52.9718,14.6792,4.3529,Industrials,10039504105.34,-7.680844920609406,0.4878999507964926,2057697298175.7004,2017
1771,NOC,26004000000.0,0.228,0.195,0.1103,0.4023,0.1196,0.2091,0.6268,2.0189,0.0532,0.1212,0.0801,0.1564,0.0909,0.1841,18.5556,11.1196,7.4512,Industrials,53135728055.28,-18.50878000197663,2.5822908015862547,2057697298175.7004,2017
1774,OSK,6829600000.0,0.1729,0.08800000000000001,0.0418,0.1238,0.0982,0.1564,0.6368,0.3601,0.0098,0.0055,0.0054,0.0867,0.0445,0.0161,22.0079,11.0712,2.7264,Industrials,6290913290.69,-32.57351501203402,0.30572588573972254,2057697298175.7004,2017
1775,AMN,1988454000.0,0.3241,0.123,0.0667,0.2356,0.146,0.4695,0.9823,0.5686,0.0208,0.1011,0.1266,0.4645,0.2313,0.5716,17.9061,10.6648,4.1986,Industrials,2369507716.8,14.23387417436028,0.11515336677074624,2057697298175.7004,2017
1776,PCAR,19456400000.0,0.1967,0.17600000000000002,0.0861,0.2081,0.0838,0.1727,1.5006,1.103,0.0303,0.0371,0.0286,0.0874,0.0109,0.0754,15.3403,8.985,3.1973,Industrials,25674574978.5,-17.568104756002406,1.2477333279905842,2057697298175.7004,2017
1777,IR,14197600000.0,0.3089,0.13699999999999998,0.0917,0.1824,0.0811,0.4583,1.2883,0.5692,0.0585,-0.0976,0.0737,0.0903,0.0538,0.141,17.3679,12.6494,3.1057,Industrials,22175773018.75,4.925644571969339,1.0776985049458172,2057697298175.7004,2017
1779,HMSY,521212000.0,0.2995,0.193,0.0768,0.0661,0.0394,0.1342,1.5545,0.3959,0.1176,0.0864,0.025,-0.04,0.0714,0.4429,35.6458,15.8276,2.3694,Industrials,1438669797.15,64.40676889133442,0.06991649347187685,2057697298175.7004,2017
1780,KSU,2582900000.0,0.6552,0.501,0.3724,0.2115,0.0706,0.1186,1.9214,0.5758,0.0071,0.1631,0.0386,0.2171,0.0178,0.2627,11.6732,10.4994,2.4269,Industrials,11095680846.36,-9.720488500833817,0.5392280417628548,2057697298175.7004,2017
1782,JBHT,7189568000.0,0.4018,0.14,0.0955,0.3731,0.1105,0.2018,1.063,0.5902,0.0967,0.1467,0.0874,0.1877,0.0745,0.2489,18.6042,13.7087,6.9269,Industrials,12741097490.55,-19.189310618471207,0.6191920211901876,2057697298175.7004,2017
1784,EXPD,6920948000.0,0.3351,0.111,0.0707,0.2457,0.4511,0.248,-1.3706,0.0,0.0464,0.0802,0.0628,0.115,0.0488,0.1242,23.8022,13.6869,5.7908,Industrials,11547131193.0,6.044348589694562,0.5611676315674506,2057697298175.7004,2017
1785,WERN,2116737000.0,0.5468,0.172,0.0958,0.1712,0.0568,0.1339,0.2275,0.0815,0.003,0.105,0.0095,0.1471,-0.0042,0.2708,13.8434,7.9487,2.3759,Industrials,2813908366.4,-23.308066867952576,0.13675035530710647,2057697298175.7004,2017
1786,HCSG,1866131000.0,0.1359,0.076,0.0473,0.2206,0.1784,0.2473,-0.3341,0.0885,0.1082,0.0994,0.0977,0.1293,0.1158,0.5723,42.9917,26.3146,9.4942,Industrials,3780154070.0,-20.69245944776345,0.18370797654987367,2057697298175.7004,2017
1787,CP,5148468185.3888,0.6849,0.4352,0.3670000000000001,0.3736,0.0908,0.1493,2.1534,1.2675,0.0671,0.135,0.1166,0.496,0.0871,0.2835,14.1465,7.8987,3.2425,Industrials,16391980203.1253,-1.7477427189958588,0.7966176666343485,2057697298175.7004,2017
1788,PNR,2845700000.0,0.34700000000000003,0.316,0.2342,0.1323,0.0322,0.8038,1.5054,0.28600000000000003,-0.0724,0.0556,-0.1426,0.0,-0.1384,0.4817,12.8517,11.0255,1.7011,Industrials,8565204384.1669,-18.025563188711466,0.4162519138145626,2057697298175.7004,2017
1790,MLHR,2278200000.0,0.3793,0.111,0.0544,0.2109,0.151,0.2944,0.3757,0.3403,0.0235,0.0019,0.0521,0.0996,0.0625,0.0,15.5072,7.9582,3.2666,Industrials,1919111307.9,-24.163477334549146,0.09326499624611613,2057697298175.7004,2017
1791,FAST,4390500000.0,0.4928,0.23,0.1318,0.2759,0.2254,0.2335,0.2953,0.1979,0.0833,0.1002,0.0756,0.0717,0.0655,0.064,27.1343,15.8205,7.4726,Industrials,15674270997.96,-1.3368959506824325,0.7617384253678318,2057697298175.7004,2017
1792,BR,4142600000.0,0.2498,0.155,0.0789,0.3256,0.1564,0.738,1.2974,1.0979,0.0859,0.0691,0.1359,0.227,0.1796,0.0799,27.278,15.1681,8.8146,Industrials,8884198742.52,6.002191561786122,0.4317544057814769,2057697298175.7004,2017
1793,XPO,15381000000.0,0.1458,0.077,0.0221,0.0943,0.0408,0.1045,3.4869,1.2547,0.3403,0.2469,0.4978,0.0,0.449,0.0,34.0037,12.8587,3.0667,Industrials,11086859448.51,-38.32846552819391,0.5387993393556629,2057697298175.7004,2017
1794,AGCO,8306500000.0,0.2125,0.078,0.0224,0.0615,0.0413,0.0757,2.0868,0.5656,0.0342,-0.0082,0.0037,-0.1529,0.0012,-0.1889,30.6111,10.9225,1.8796,Industrials,5698120513.54,-21.522521468603077,0.2769173346629653,2057697298175.7004,2017
1796,URI,6641000000.0,0.417,0.436,0.2027,0.4334,0.0686,0.1603,3.1392,3.0393,0.0613,0.1398,0.1205,0.8141,0.113,0.4328,10.9101,8.2102,4.7265,Industrials,14680457158.62,-40.93213636494297,0.7134410475066135,2057697298175.7004,2017
1798,KBR,4171000000.0,0.08199999999999999,0.07400000000000001,0.1041,0.3531,0.0556,0.8967,0.2226,0.4133,-0.0549,0.0553,-0.1084,0.259,-0.1213,0.0,6.5131,9.2283,2.2865,Industrials,2791786607.37,-22.4452223898982,0.13567528177468685,2057697298175.7004,2017
1800,FISV,5696000000.0,0.4691,0.355,0.2188,0.4562,0.1193,2.918,2.2604,1.7942,0.0935,0.1618,0.1056,0.2127,0.098,0.2484,22.0932,15.6817,9.935,Industrials,27164861007.9,12.757950782769404,1.3201582677871835,2057697298175.7004,2017
1802,CVA,1752000000.0,0.2454,0.13,0.0325,0.1335,0.0186,0.0209,10.864,5.9087,0.0368,-0.058,0.016,-0.1298,0.0137,0.0,38.2955,20.5465,5.2484,Industrials,2207600896.5,-14.910725683427515,0.10728501701670115,2057697298175.7004,2017
1803,SCS,3032400000.0,0.3323,0.09,0.0411,0.1626,0.1225,0.177,0.0982,0.388,0.0217,0.0397,0.0354,0.1885,0.0237,0.1453,15.4854,6.9326,2.4413,Industrials,1871236837.8,0.8558668084932654,0.09093839212691725,2057697298175.7004,2017
1804,CXW,1765498000.0,0.2922,0.231,0.1008,0.1227,0.0554,0.0689,3.4224,0.997,0.0255,0.0344,-0.0281,-0.0078,0.0184,-0.0347,14.9338,9.9616,1.8362,Industrials,2665505747.3,-14.18015686273718,0.1295382828982264,2057697298175.7004,2017
1805,PH,12029312000.0,0.2419,0.153,0.0818,0.1869,0.0791,0.2961,2.6796,1.1157,0.0389,0.0445,0.0075,-0.0064,0.0059,0.0184,21.6852,14.2109,4.0454,Industrials,21285364435.38,-24.109545518725962,1.034426417056145,2057697298175.7004,2017
1807,ATSG,1068200000.0,0.5689,0.16699999999999998,0.0173,0.0468,0.046,0.0159,3.0193,1.4423,0.0631,-0.0067,0.1363,-0.1338,0.2549,-0.1225,75.5484,10.7984,3.4799,Industrials,1384616443.04,-2.604614040838598,0.06728960786737505,2057697298175.7004,2017
1810,AOS,2996700000.0,0.4113,0.201,0.0989,0.1803,0.2002,0.1974,-0.6815,0.2495,0.0339,0.2651,0.1067,0.1495,0.0983,0.1412,35.7733,16.9205,6.4313,Industrials,10578823796.31,-29.635780142084666,0.5141098161371405,2057697298175.7004,2017
1816,IEX,2287312000.0,0.4489,0.255,0.1474,0.1788,0.118,0.3741,0.8267,0.4554,0.0594,0.0879,0.0489,0.5760000000000001,0.0365,0.0807,29.8594,18.0426,5.3245,Industrials,10060594949.6,-2.9466998422101023,0.4889249239195413,2057697298175.7004,2017
1817,EFX,3362200000.0,0.6399,0.333,0.1747,0.185,0.0849,-5.4329,2.115,0.8519,0.07200000000000001,0.09,0.1012,0.166,0.1167,0.1728,24.4458,14.9359,4.5227,Industrials,14354288607.04,-21.04315793030309,0.697589904004157,2057697298175.7004,2017
1820,ROK,6311300000.0,0.4227,0.203,0.1308,0.31,0.2252,0.2888,-0.5393,0.6922,0.0454,-0.037000000000000005,0.0213,0.0431,0.008,0.0239,28.1464,17.546,8.6904,Industrials,23194505271.6,-22.306382625306266,1.1272068681901672,2057697298175.7004,2017
1821,WM,14485000000.0,0.3772,0.271,0.1346,0.3238,0.0867,0.1773,2.3461,1.5768,0.0245,0.0697,0.0254,0.2058,0.0296,0.1656,19.3919,11.859000000000002,6.2113,Industrials,37386011289.9,5.565552497775811,1.816885861834267,2057697298175.7004,2017
1822,RHI,5266789000.0,0.4108,0.111,0.0552,0.2629,0.3907,0.3506,-0.5041,0.0008,0.0385,0.0262,0.0736,0.0903,0.0668,0.0092,23.8932,11.5168,6.2173,Industrials,7008307038.45,4.129423590843766,0.34058979640316284,2057697298175.7004,2017
1828,SPAR,707098000.0,0.1262,0.038,0.0225,0.0943,0.0637,0.1105,-0.5791,0.1065,-0.0048,-0.0502,0.0735,0.0,0.11,1.3713,33.2609,19.4417,3.1836,Industrials,537078332.7,-52.312101405023114,0.02610093978235571,2057697298175.7004,2017
1831,WCN,4630488000.0,0.4159,0.273,0.1246,0.092,0.0369,0.111,2.6683,0.627,0.109,0.1328,0.1395,0.201,0.1632,0.2057,31.9726,17.2534,2.9582,Industrials,18460144290.42,6.8597129118431175,0.8971263317877839,2057697298175.7004,2017
1832,ABM,5453600000.0,0.105,0.019,0.0007,0.0028,0.0211,0.0061,10.946,0.8564,0.0563,-0.2425,0.0349,-0.4364,0.0448,-0.6343,599.5714,37.7738,1.9159,Industrials,2733754058.76,-13.11476181779049,0.13285501522423507,2057697298175.7004,2017
1835,ALK,7894000000.0,0.5926,0.207,0.1216,0.2775,0.1119,0.16699999999999998,0.5802,0.7425,0.1136,0.2597,0.1424,0.2838,0.1736,0.2038,9.629,6.2286,2.6523,Industrials,9229597723.97,-17.237601951972064,0.44854010996431376,2057697298175.7004,2017
1836,TEX,4363400000.0,0.187,0.07200000000000001,0.0295,0.1053,0.0623,0.0776,1.1385,0.8059,-0.0492,-0.1362,-0.0577,0.0765,-0.0202,-0.2187,34.9568,14.1237,3.2844,Industrials,4086419000.0,-42.65600658523417,0.198591843592491,2057697298175.7004,2017
1837,HDSN,140380000.0,0.2706,0.132,0.0795,0.0904,0.0329,0.0775,8.7576,1.3557,0.1075,0.0,0.0732,-0.1299,0.206,0.0,23.037,22.8623,2.1217,Industrials,261485391.44,-85.69131807531038,0.012707670446563058,2057697298175.7004,2017
1845,TPC,4757208000.0,0.0955,0.057,0.0312,0.0866,0.0454,0.0757,1.8044,0.4297,-0.0571,-0.019,0.0204,0.0,0.0118,0.1038,8.495,6.5027,0.738,Industrials,1264437654.0,-37.125982256400974,0.061449157518018646,2057697298175.7004,2017
1848,BECN,4376670000.0,0.2458,0.076,0.023,0.0566,0.053,0.1028,1.8751,0.4276,0.0687,0.113,0.1065,0.0067,0.1536,0.152,31.1138,11.3076,1.775,Industrials,3136907244.84,-50.966149147876045,0.15244745899317158,2057697298175.7004,2017
1850,TKR,3003800000.0,0.2704,0.145,0.0677,0.141,0.0698,0.1202,1.9204,0.667,-0.0199,0.0133,0.02,-0.1271,0.0372,0.1081,19.5802,11.057,2.7599,Industrials,3981758358.6,-25.444841623263788,0.1935055443835262,2057697298175.7004,2017
1851,CLGX,1851117000.0,0.4734,0.222,0.0822,0.151,0.0437,0.5751,3.9727,1.7399,-0.1234,0.0,0.1134,0.108,0.1274,0.3125,25.0055,13.083,3.687,Industrials,3748832821.26,-26.56559378416009,0.1821858260971434,2057697298175.7004,2017
1852,G,2736929000.0,0.3856,0.16399999999999998,0.0961,0.1848,0.0896,0.328,1.5827,0.8538,0.08800000000000001,0.1254,0.1067,0.1124,0.1101,0.16,23.8162,15.4929,4.3852,Industrials,6252643271.22,-15.84337960731658,0.3038660388368798,2057697298175.7004,2017
1853,CFX,3300184000.0,0.3119,0.111,0.0458,0.0432,0.0095,0.0991,1.7697,0.3031,0.0148,-0.0855,-0.0844,0.0,-0.105,-0.2712,32.374,15.1285,1.4005,Industrials,4902472908.08,-47.513812710433434,0.2382504420075004,2057697298175.7004,2017
1854,CMCO,637123000.0,0.3027,0.077,0.0141,0.0263,0.0165,0.0342,6.9927,1.2343,0.004,-0.1341,0.0015,-0.2079,0.014,-0.3443,56.4091,17.2165,1.5842,Industrials,502548559.32,-26.387020839462505,0.024422861407532883,2057697298175.7004,2017
1855,CRS,1797600000.0,0.1673,0.121,0.0261,0.0392,0.0315,0.0233,2.4734,0.5048,0.0069,-0.1379,-0.0235,-0.1722,-0.0211,-0.2624,37.8081,10.505999999999998,1.4677,Industrials,1749497850.75,-31.93513438180957,0.08502211925442378,2057697298175.7004,2017
1857,KNL,1132892000.0,0.3659,0.1,0.0708,0.2236,0.0759,0.3134,1.6749,0.5329,0.0067,0.0112,0.0396,0.0842,0.0179,0.1893,14.0301,11.8689,3.1491,Industrials,1149358612.04,-27.159823514054786,0.05585654474343679,2057697298175.7004,2017
1858,MRTN,698120000.0,0.607,0.203,0.1293,0.1718,0.0582,0.1446,-0.1115,0.0,0.0223,0.1969,0.0205,0.2736,0.0194,0.4566,12.5,7.8785,2.1529,Industrials,1131327142.5,-21.605557954148747,0.05498025115273293,2057697298175.7004,2017
1859,DLX,1965556000.0,0.6221,0.232,0.1171,0.2268,0.1164,4.4402,1.423,0.6988,0.0297,0.0568,0.0654,0.0738,0.0662,0.0594,16.2021,9.5296,3.6487,Industrials,3703436950.72,-49.06416698838894,0.1799796769915268,2057697298175.7004,2017
1860,MAN,21034300000.0,0.1657,0.042,0.0259,0.1965,0.1308,0.3592,0.2959,0.3415,0.0243,0.0361,0.038,0.2674,0.0627,0.1476,15.5904,9.9108,3.0375,Industrials,8399536938.0,-47.65330734099785,0.40820080511583534,2057697298175.7004,2017
1861,AAXN,343798000.0,0.6024,0.069,0.0151,0.0311,0.0549,0.0405,-3.4437,0.0,0.1502,-0.0849,0.2506,-0.1844,0.2803,-0.3596,265.5,55.578,8.3902,Industrials,1404834016.95,64.78343223050025,0.06827214178662179,2057697298175.7004,2017
1863,EEFT,2252422000.0,0.3979,0.17,0.0696,0.1309,0.1895,0.2089,-1.1466,0.3842,0.0796,0.1422,0.1132,0.4902,0.1008,0.1499,28.4816,10.5414,3.7447,Industrials,4486316855.44,20.220752525601828,0.2180260847607395,2057697298175.7004,2017
1867,JEC,10022788000.0,0.1768,0.053,0.0293,0.0663,0.053,0.2069,-1.0037,0.0538,0.0166,0.002,-0.0016,-0.0352,-0.0442,-0.0033,23.9794,12.1222,1.5832,Industrials,7010761809.32,-11.793796003522367,0.34070909338975924,2057697298175.7004,2017
1868,WWD,2098685000.0,0.2728,0.172,0.0955,0.1462,0.0765,0.1323,1.4548,0.4469,0.0843,0.0859,0.0477,0.0971,0.0432,0.0939,24.1498,14.8646,3.5301,Industrials,4842168427.32,-2.706709799919389,0.23531976406893942,2057697298175.7004,2017
1869,TTC,2505176000.0,0.3676,0.175,0.1069,0.4338,0.3226,0.467,0.0495,0.5378,0.0721,0.1094,0.0702,0.17800000000000002,0.0626,0.1702,25.4453,15.5388,10.9942,Industrials,6773229484.5,-13.371515478910684,0.32916549438563997,2057697298175.7004,2017
1871,WAB,3881756000.0,0.2744,0.13699999999999998,0.0676,0.0934,0.0548,0.2072,3.0706,0.6659,0.1118,0.0924,0.1018,0.0083,0.0856,-0.0921,30.2664,18.0025,2.8439,Industrials,7961217636.64,-14.827500620963507,0.38689935802016184,2057697298175.7004,2017
1872,MTW,1581300000.0,0.1783,0.024,0.0059,0.0139,0.0052,0.0147,3.1789,0.4058,-0.0915,-0.3087,-0.1758,-0.3864,-0.1291,-0.6023,153.1538,40.0477,2.0679,Industrials,1401010872.36,-62.908084954898996,0.06808634455622305,2057697298175.7004,2017
1873,MIC,1668787000.0,0.5398,0.33,0.2704,0.1431,0.0234,0.1389,5.3467,0.9554,0.0084,0.0,-0.0199,0.8017,-0.0221,-0.3105,12.2675,15.5546,1.7834,Industrials,5622663750.99,-38.66107055229404,0.27325028593733897,2057697298175.7004,2017
1874,CHRW,14869380000.0,0.1593,0.058,0.034,0.3541,0.1777,0.6698,1.414,1.0951,0.0944,0.0656,0.0851,-0.0047,0.0494,0.0553,24.9972,15.8251,8.7839,Industrials,12510231442.52,-4.328179072553259,0.6079723899920186,2057697298175.7004,2017
1876,DXPE,1006782000.0,0.2698,0.062,0.0168,0.063,0.0426,0.0685,3.4859,0.9031,0.0429,-0.0412,-0.0539,-0.2281,-0.1734,0.0,30.9278,11.889,1.9472,Industrials,521754480.0,-7.199999491373697,0.025356230989979606,2057697298175.7004,2017
1881,WNC,1767161000.0,0.1476,0.098,0.0631,0.2202,0.0886,0.2283,2.0685,1.0896,-0.0199,0.1332,0.0686,0.0399,0.033,0.2857,11.6915,9.5191,2.5781,Industrials,1296340264.52,-39.580373697956794,0.06299956099807784,2057697298175.7004,2017
1882,CSGP,965230000.0,0.7717,0.246,0.1271,0.0463,0.0717,0.1001,-5.0963,0.0,0.1113,0.16,0.1713,0.5814,0.1511,0.3551,80.2135,40.0318,3.9936,Industrials,10727619977.1,13.662854754367896,0.5213410148621385,2057697298175.7004,2017
1885,RS,9721000000.0,0.2868,0.08900000000000001,0.0631,0.1314,0.0596,0.1532,2.0115,0.4074,0.0334,0.0454,0.036000000000000004,0.0951,-0.0014,0.2092,10.4382,9.3904,1.3731,Industrials,6408525189.66,-17.150700943073822,0.3114415903321459,2057697298175.7004,2017
1886,HEI,1524813000.0,0.3769,0.23,0.122,0.1602,0.0962,0.363,1.7723,0.5805,0.1083,0.1607,0.1066,0.1636,0.099,0.1476,41.1597,23.5977,6.5958,Industrials,7658456731.904,29.47318998888505,0.37218577964279703,2057697298175.7004,2017
1888,WOR,3014108000.0,0.1778,0.133,0.0679,0.2149,0.0944,0.1648,0.7508,0.608,0.0344,0.0952,0.0581,0.1456,0.021,0.1428,12.7957,7.4275,2.7695,Industrials,2672673690.78,-21.995777478232412,0.12988663070848766,2057697298175.7004,2017
1889,HTLD,607336000.0,0.73,0.278,0.1238,0.1308,0.0361,0.1396,-0.4471,0.0,0.0187,0.0148,0.0279,0.0472,-0.0979,-0.0227,26.2667,11.2345,3.427,Industrials,1969273274.88,-22.27981811543523,0.09570276816837468,2057697298175.7004,2017
1892,MSA,1196809000.0,0.4503,0.069,0.0217,0.0436,0.0221,0.0531,3.9342,0.794,0.0108,-0.0969,0.0093,-0.2253,0.0128,-0.3385,115.9853,40.4775,5.0194,Industrials,2999582025.99,21.493050847829913,0.1457737262253952,2057697298175.7004,2017
1893,ACM,18203402000.0,0.0376,0.047,0.0186,0.0849,0.0403,0.1967,3.5491,0.962,0.0726,0.0474,0.0974,0.0,0.1079,-0.0268,17.0,10.3256,1.4609,Industrials,5807700580.3,-29.74549538069707,0.28224270816941605,2057697298175.7004,2017
1894,SRCL,3580700000.0,0.4084,0.066,0.0118,0.0146,-0.0008,0.0725,11.4877,0.9466,0.147,-0.0952,0.1338,-0.3082,0.1174,-0.4943,253.9259,36.3947,2.019,Industrials,5853164378.56,-46.4848309025209,0.2844521584272507,2057697298175.7004,2017
1902,SPXC,1425800000.0,0.2316,0.059,0.0626,0.2838,0.0226,0.2494,2.7778,1.1338,-0.0853,-0.0883,-0.1924,-0.102,-0.056,-0.39,14.8768,18.7575,4.2503,Industrials,1337504545.84,-13.012423710499075,0.06500006327586647,2057697298175.7004,2017
1903,TGI,3532799000.0,0.2147,0.068,-0.0122,-0.0507,-0.0024,-0.0345,4.7064,1.4133,0.0951,0.0,0.0052,0.0,-0.0052,0.0,0.0,10.0388,1.5006,Industrials,1276505496.75,-58.24755709003372,0.06203563069659059,2057697298175.7004,2017
1904,R,7297054000.0,0.2006,0.234,0.1085,0.2787,0.0296,0.0938,3.1184,1.9037,0.0231,0.1308,0.024,0.2949,0.0326,0.5373,5.76,5.7943,1.6099,Industrials,4574682576.0,-42.550468725480606,0.2223204831952587,2057697298175.7004,2017
1910,AAWW,2156460000.0,0.5484,0.204,0.1036,0.1249,0.0366,0.058,4.3705,1.2442,0.0142,0.0356,0.0652,0.1248,0.0593,0.2757,6.547999999999999,7.7029999999999985,0.8184,Industrials,1465155645.0,-27.195861826993113,0.0712036530494047,2057697298175.7004,2017
1911,DCI,2371900000.0,0.3461,0.17600000000000002,0.0981,0.2724,0.1604,0.2022,0.7267,0.7153,0.0414,0.0648,0.0152,-0.0003,0.0173,-0.0059,26.983,15.6661,7.3027,Industrials,6225248970.3,-9.972105082735023,0.3025347302452669,2057697298175.7004,2017
1919,MLI,2266073000.0,0.1436,0.078,0.0378,0.1639,0.0982,0.1068,1.9488,0.8908,0.009000000000000001,-0.0035,0.0513,0.0522,-0.0192,-0.0603,23.8,13.6126,3.8993,Industrials,2063647567.8,-33.609356833388325,0.10028917128041986,2057697298175.7004,2017
1920,NDSN,2066982000.0,0.551,0.265,0.1431,0.256,0.0951,0.5039,2.7515,1.3825,0.0927,0.1429,0.1042,0.0805,0.103,0.0987,24.6479,16.0953,6.3205,Industrials,7309035333.27,-18.21528322906141,0.3552045939774522,2057697298175.7004,2017
1924,JKHY,1388290000.0,0.4195,0.34700000000000003,0.1654,0.2224,0.1599,0.6919,-0.1344,0.0484,0.092,0.0977,0.087,0.1093,0.0886,0.1025,35.2102,16.608,7.8101,Industrials,8065671068.78,10.10672968807024,0.39197558727082016,2057697298175.7004,2017
1934,ASTE,1184739000.0,0.2052,0.071,0.0319,0.0551,0.0536,0.0615,-0.7121,0.0059,0.0266,-0.0444,0.045,-0.0183,0.0637,0.0282,37.4695,16.1517,2.064,Industrials,1417636014.6,-50.43864139176854,0.06889429343455124,2057697298175.7004,2017
1935,UEPS,610066000.0,0.5207,0.263,0.1198,0.1223,0.1572,0.1722,-1.4064,0.0549,0.0918,0.0014,0.0434,0.053,-0.0295,-0.0316,7.3582,2.1329,0.9502,Industrials,567838238.1,-59.56896635354909,0.027595810064163968,2057697298175.7004,2017
1937,HSII,640056000.0,0.9709,-0.023,-0.076,-0.2287,-0.1456,-0.4139,13.8089,0.0,-0.0061,0.0,0.0571,0.0,0.0662,0.0,0.0,0.0,2.2029,Industrials,468706483.45,26.88803296050476,0.022778203765225463,2057697298175.7004,2017
1938,KEX,2214418000.0,0.2964,0.134,0.1414,0.1007,0.0127,0.0911,3.2776,0.319,0.054000000000000006,0.0857,-0.0037,0.0697,-0.0622,0.0201,12.0641,16.9214,1.3011,Industrials,4047456600.0,-0.6489711233056387,0.19669834837166608,2057697298175.7004,2017
1939,B,1436499000.0,0.343,0.209,0.0414,0.0471,0.0675,0.0731,1.2892,0.4226,-0.0002,-0.0498,0.0934,-0.0882,0.0487,-0.2018,58.5091,12.7744,2.7510000000000003,Industrials,3450376285.2,-15.854761282475815,0.1676814314845537,2057697298175.7004,2017
1940,SCHN,1687591000.0,0.1322,0.061,0.0264,0.0834,0.0444,0.0806,1.3285,0.272,-0.0345,-0.0963,-0.1291,0.1001,-0.1343,0.9417,16.6049,8.3436,1.394,Industrials,727847422.5,-36.874610667887524,0.035371938484114754,2057697298175.7004,2017
1942,HSON,59615000.0,0.7055,0.011,-0.0493,-0.0682,-0.0248,-0.0803,-8.1579,0.0,-0.275,0.0,-0.3791,0.0,-0.5283,0.0,0.0,91.488,1.6198,Industrials,68157809.0,-38.073392328153574,0.0033123340862830945,2057697298175.7004,2017
1943,GVA,2989713000.0,0.1053,0.059,0.0231,0.0731,0.0927,0.0702,-1.8571,0.2375,0.0115,-0.0447,0.0676,0.0807,0.0888,0.3887,36.7816,12.7248,2.6991,Industrials,2550450112.0,-36.369951866019676,0.12394680764081098,2057697298175.7004,2017
1944,ODFL,3358112000.0,0.8314,0.233,0.1381,0.2037,0.1363,0.1758,-0.0414,0.0417,0.0934,0.2073,0.1049,0.2343,0.0803,0.2198,23.8792,14.0889,4.8585,Industrials,11074622045.8,-7.718720688261103,0.5382046258999544,2057697298175.7004,2017
1946,ROP,4607500000.0,0.6218,0.275,0.2109,0.1416,0.0609,-7.622000000000001,3.5454,0.7511,0.066,0.1309,0.0803,0.1396,0.0827,0.1372,27.3985,24.6329,3.8912,Industrials,26671490663.04,2.8951354950797503,1.2961814493650856,2057697298175.7004,2017
1948,RBA,971191000.0,0.5473,0.173,0.0773,0.1014,0.0526,0.116,2.9078,1.1085,0.1173,-0.0039,0.1714,-0.0127,0.2647,-0.0616,42.9429,22.0748,4.3564,Industrials,3221978905.62,11.081215760694834,0.15658177266775442,2057697298175.7004,2017
1951,ACTG,65402000.0,0.3906,0.384,-0.0008,-0.0002,-0.1057,-0.0004,-5.4327,0.0,-0.0348,0.0,-0.2458,0.0,-0.2162,0.0,9.0909,2.6174,0.6876,Industrials,202419128.0,-25.499999523162842,0.009837167409388125,2057697298175.7004,2017
1953,MSM,2887744000.0,0.4454,0.154,0.0801,0.1889,0.1276,0.3029,1.1659,0.435,0.0712,0.0446,0.0622,-0.0029,0.0433,0.0242,17.0343,10.0941,3.21,Industrials,3958231762.5,-18.710233515151643,0.19236219856094786,2057697298175.7004,2017
1954,GGG,1474744000.0,0.5392,0.277,0.1712,0.3491,0.2259,0.4194,0.3154,0.3217,0.0698,0.0635,0.095,0.1284,0.0856,0.0584,30.1467,18.9385,10.531,Industrials,7614595800.0,-6.173299781299219,0.37005422550493206,2057697298175.7004,2017
